Exportado em: 27/06/2018;;;;;;;;;Transparência Fly;
Camboriú - SC;;;;;;;;;;
Todas as entidades do município;;;;;;;;;;
Consulta de compras diretas;;;;;Última atualização: 27/06/2018 22:25:08;;;;;
Filtros utilizados para elaboração da consulta: Entidade: Todas | Ano: 2018 | Mês: Junho | Centro de custos: Todos | Tipo de compra: Todos;;;;;;;;;;
Compra;Data da compra;Objeto;Centro de custos;Fornecedor;;Valor (R$);Justificativa;Tipo de compra;;Anulação / Data
22 - 2018;03/04/2018;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EFETUAR O CONSERTO DE MÁQUINA DE LAVAR ROUPAS, COM FORNECIMENTO DE PEÇAS NO CEI SAUT. O SERVIÇO SE TORNA INDISPENSÁVEL PARA O ANDAMENTO NA HIGIENI DAS ROUPAS DE CAMA DOS ALUNOS;SECRETARIA MUNICIPAL DE EDUCAÇÃO;FABIANA NUNES BORINELLI;;200,00;;Compra Comum;;
22 - 2018;28/02/2018;AQUISIÇÃO DE PRODUTOS ESPECÍFICOS, DESTINADOS A LAVAMDERIA DO HOSPITAL CIRURGICO CAMBORIU - EDWIGES BERNARDES. CONSIDERANDO QUE PARA TAIS ITENS NÃO SE ENCONTRA EM PROCESSO LICITATÓRIO VIGENTE PARA AQUISIÇÃO DESTES PRODUTOS, FAZ-SE NECESSÁRIO A REALIZAÇÃO DE COMPRA DIRETA PARA ATENDER A SECRETARIA ATÉ QUE SE CONCLUA O CERTAME.;FUNDO MUNICIPAL DE SAÚDE;OGM COMERCIO DE PRODUTOS HOSPITALARES LTDA;;;;Compra Comum;;
22 - 2018;15/03/2018;AQUISIÇÃO DE MATERIAIS PARA MANUTENÇÃO NO IMÓVEL QUE ABRIGA A SEDE DO CENTRO MÚLTIPLO USO ALICE TESTONI GOMES, SITUADO A RUA MINAS GERAIS, BAIRRO AREIAS, ONDE SE REUNEM OS IDOSOS DO GRUPO DA TERCEIRA IDADE, DOB A COORDENAÇÃO DA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;PNS MATERIAIS ELÉTRICOS LTDA;;444,15;;Compra Comum;;
21 - 2018;14/06/2018;AQUISIÇÃO DE PRODUTO DE GÊNERO ALIMENÍCIO, CAFE TORRADO E MOÍDO A VÁCUO, PACOTE COM 500G, PARA USO DA FUNDAÇÃO CULTURAL.;FUNDAÇÃO MUNICIPAL DE CULTURA;RAFAEL SILVA GONCALVES;;799,00;;Compra Comum;;
21 - 2018;08/03/2018;AQUISIÇÃO DE MATERIAL DE PROTEÇÃO E SEGURANÇA DOS FUNCIONARIOS QUE FARÃO ANÃLISE DE QUALIDADE DE ÁGUA NO PARQUE DA BICA;Fundação Municipal do Meio Ambiente;BORGES E MORAES COMERCIO DE EQUIPAMENTOS E ACESSOR;;1.590,00;;Compra Comum;;
21 - 2018;26/01/2018;MÃO DE OBRA PARA MANUTENÇÃO DAS MOTOS BIZ 125 PLACA MIB5814, CG 125 MBI1329, CG 150 MGS6804 E CG 150 MHU7984;FUNDO MUNICIPAL DE DESENVOLVIMENTO AGROP;DOIS IRMÃOS MOTO PEÇAS LTDA ME;;145,00;;Compra Comum;;
21 - 2018;29/03/2018;AQUISIÇÃO DE PRODUTOS ALIMENTÍCIOS (AGUA MINERAL EM BOMBONA DE 20 LITROS) A SEREM UTILIZADAS PARA O CONSUMO NAS UNIDADES DE ENSINO MUNICIPAL E SECRETARIA DE EDUCAÇÃO.;SECRETARIA MUNICIPAL DE EDUCAÇÃO;L & E COMERCIO ATACADISTA LTDA - EPP;;;;Compra Comum;;
21 - 2018;14/03/2018;PRESTAÇÃO DE SERVIÇO DE FILMAGEM PARA ATENDER AS NECESSIDADES DO EVENTO CASAMENTO COLETIVO QUE SERÁ REALIZADO DIA 05/04/2018, SOB A COORDENAÇÃO DA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;PRO OUT PRODUTORA LTDA ME;;2.975,00;;Compra Comum;;
20 - 2018;25/05/2018;PRESTAÇÃO DE SERVIÇO DE CONFECÇÃO DE BANNERS EM LONA IMPRESA, PARA AUXILIAR NOS EVENTOS DA FUNDAÇÃO CULTURAL.;FUNDAÇÃO MUNICIPAL DE CULTURA;SILVA & ENGELS IMPRESSOES LTDA - ME;;480,00;;Compra Comum;;
20 - 2018;08/03/2018;AQUISIÇÃO DE MATERIAL DE PROTEÇÃO E SEGURANÇA DOS FUNCIONÁRIOS QUE FARÃO ANÁLISE DE QUALIDADE DE ÁGUA NO PARQUE DA BICA;Fundação Municipal do Meio Ambiente;BORGES E MORAES COMERCIO DE EQUIPAMENTOS E ACESSOR;;376,85;;Compra Comum;;
20 - 2018;26/01/2018;AQUISIÇÃO DE CÓPIAS DE CHAVES PARA FUNCIONÁRIOS ADMINISTRATIVOS E DUAS FECHADURAS QUE ESTAVAM COM PROBLEMAS DE ABERTURA;FUNDO MUNICIPAL DE DESENVOLVIMENTO AGROP;CHARLES ALEXANDRE FELIX MEI;;390,00;;Compra Comum;;
20 - 2018;15/03/2018;AQUISIÇÃO DE VIDROS DE JANELAS, CALHAS E RUFOS PARA A UNIDADE ESCOLAR MARLENE ZUCHI, PARA REPOSIÇÃO DOS VIDROS QUEBRADOS  E CALHAS FURADAS;SECRETARIA MUNICIPAL DE EDUCAÇÃO;KILA CONSTRUCOES EIRELI - ME;;3.874,00;;Compra Comum;;
20 - 2018;16/02/2018;AQUISIÇÃO DE MATERIAIS ELÉTRICOS DESTINADOS A REVITALIZAÇÃO DO PRONTO ATENDIMENTO DO HOSPITAL CIRURGICO CAMBORIU EDWIGES BERNARDES VISTO DA PRECARIEDADE DAS INSTALAÇÕES, AONDE OS MESMOS OPERAM, FAZ-SE NECESSÁRIO TAL MANUTENÇÃO, PREVENINDO ASSIM RISCOS A PACIENTE E PROFISSIONAIS QUE FAZEM USO DE TAL ESPAÇO;FUNDO MUNICIPAL DE SAÚDE;CCME COMERCIO E REPRESENTACOES LTDA - ME;;3.810,65;;Compra Comum;;
20 - 2018;12/03/2018;AQUISIÇÃO DE MATERIAL PARA MANUTENÇÃO DO VEÍCULO FIAT UNO PLACAS MKJ 8629 DE USO DA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL NA EXECUÇÃO DAS ATIVIDADES DIÁRIAS;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;INFINITY CAR CENTRO AUTOMOTIVO LTDA - ME;;490,00;;Compra Comum;;
19 - 2018;24/05/2018;AQUISIÇÃO DE CAIXA DE SOM PARA A FUNDAÇÃO CULTURAL. A AQUISIÇÃO DO MATERIAL TORNA-SE INDISPENSÁVEL, POIS, IRÁ AUXILIAR NAS OFICINAS REALIZADAS PELA FUNDAÇÃO, OFERTADAS AO PÚBLICO.;FUNDAÇÃO MUNICIPAL DE CULTURA;TONINHO COM DE DISCOS E APARELHOS DE SONORIZA.LTDA;;1.400,00;;Compra Comum;;
19 - 2018;28/02/2018;AQUISIÇÃO DE UNIFORMES E COLETES SE FAZ NECESSÁRIO PARA IDENTIFICAÇÃO DE FUNDAÇÃO DO MEIO AMBIENTE DE CAMBORIU.;Fundação Municipal do Meio Ambiente;VIDE VERSO ESTAMPARIA E CONFECCOES LTDA;;2.605,00;;Compra Comum;;
19 - 2018;26/01/2018;AQUISIÇÃO DE PROTETORES SOLARES FATOR 50 - 120G PARA SEREM USADOS PELOS FUNCIONÁRIOS BRAÇAIS DA SECRETARIA DE AGRICULTURA QUE TRABALHAM EXPOSTOS AO SOL DIARIAMENTE;FUNDO MUNICIPAL DE DESENVOLVIMENTO AGROP;MERCADO CARDOSO & LEMKE LTDA - ME;;453,70;;Compra Comum;;
19 - 2018;15/03/2018;AQUISIÇÃO DE EQUIPAMENTOS DE INFORMATICA DO TIPO HD COM 2 TB PARA SER UTILIZADO PARA ARQUIVAR AS IMAGENS DAS FILMAGENS DAS CÂMERAS DE SEGUNÇA DESTA SECRETARIA;SECRETARIA MUNICIPAL DE EDUCAÇÃO;M. A. DE MELLO INFORMATICA;;499,00;;Compra Comum;;
19 - 2018;16/02/2018;AQUISIÇÃO DE PEÇAS PARA REVISÃO DOS VEICULOS RENAULT SANDERO PLACA QII 9769, E QII 9639 PERTENCENTE A FROTA DA SECRETARIA DE SAÚDE AONDE O MESMO ENCONTRA-SE NA GARANTIA . CABE RESSALTAR QUE A MANUTENÇÃO DESTE VEÍCULO SE TORNA ESSENCIAL, VISTO DE QUE TAL TROCA NÃO SEJA REALIZADA NA AUTORIZADA O VEÍCULO SOFRE A PERDA DA GARANTIA, BEM TAL MANUTENÇÃO É ESSENCIAL A FIM DE EVITARMOS POSSÍVEIS ACIDENTES A PACIENTES E FUNCINÁRIOS QUE FAZEM USO DO MESMO.;FUNDO MUNICIPAL DE SAÚDE;LIBERTE VEÍCULOS LTDA;;361,08;;Compra Comum;;
19 - 2018;12/03/2018;AQUISIÇÃO DE CARIMBOS PARA SEREM UTILIZADOS NAS NECESSIDADES DA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL E SEUS DEPARTAMENTOS;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;AIRTON PADILHA PEREIRA ME;;490,00;;Compra Comum;;
18 - 2018;27/04/2018;CONSERTO DE CARRO (MODELO, DOBLO PLACA MHZ 7464, FIAT 2014) PERTENCENTE A FROTA DE VEÍCULOS DA PREFEITURA MUNICIPAL DE CAMBORIU/ FUNDAÇÃO CULTURAL, ATRAVÉS DE SEGURADORA/ SEGURO EMPRESA PORTO SEGURO, PROCESSO/ SINISTRO Nº 531201848746 APOLICE 53116492386;FUNDAÇÃO MUNICIPAL DE CULTURA;PORTO SEGURO COMPANHIA SEG. GERAIS S/A;;1.373,25;;Compra Comum;;
18 - 2018;28/02/2018;REQUISITA SE UMA BATERIA PARA O VEÍCULO LOGAN PLACA MLU 3364, DA FUNDAÇÃO DO MEIO AMBIENTE DE CAMBORIU, SENDO NECESSÁRIO A TROCA DE BATERIA, TENDO EM VISTA QUE A ATUAL ESTA COM PROBLEMAS;Fundação Municipal do Meio Ambiente;CLAUDINEI DA SILVA NDJ - EPP;;295,00;;Compra Comum;;
18 - 2018;26/01/2018;AQUISIÇÃO DE MATERIAL DE INFORMÁTICA, PARA ACIONAMENTO DO SISTEMA RASPBERRY NO COMPUTADOR DA CENTRAL DE ATENDIMENTO DO CORPO DE BOMBEIROS MILITAR DE CAMBORIU;SECRETARIA DE ADMINISTRAÇÃO;FT PETTIRINI LTDA - ME;;480,00;;Compra Comum;;
18 - 2018;15/03/2018;PRESTAÇÃO DE SERVIÇOS DE TELEFONIA REFERENTE A INSTALAÇÃO E MUDANÇA DE RAMAL DA CENTRAL TELEFONICA SENDO ESTE SERVIÇO PRESTADO POR MÃO DE OBRA ESPECIALIZADA;SECRETARIA MUNICIPAL DE EDUCAÇÃO;PEREIRA TELECOMUNICAÇÕES DE CESAR PEREIRA - ME;;480,00;;Compra Comum;;
18 - 2018;16/02/2018;AQUISIÇÃO DE ÓLEOS E LUBRIFICANTES REVISÃO DOS VEICULOS RENAULT SANDERO PLACA QII 9769, E QII 9639 PERTENCENTE A FROTA DA SECRETARIA DE SAÚDE AONDE O MESMO ENCONTRA-SE NA GARANTIA . CABE RESSALTAR QUE A MANUTENÇÃO DESTE VEÍCULO SE TORNA ESSENCIAL, VISTO DE QUE TAL TROCA NÃO SEJA REALIZADA NA AUTORIZADA O VEÍCULO SOFRE A PERDA DA GARANTIA, BEM TAL MANUTENÇÃO É ESSENCIAL A FIM DE EVITARMOS POSSÍVEIS ACIDENTES A PACIENTES E FUNCINÁRIOS QUE FAZEM USO DO MESMO.;FUNDO MUNICIPAL DE SAÚDE;LIBERTE VEÍCULOS LTDA;;171,72;;Compra Comum;;
18 - 2018;12/03/2018;PRESTAÇÃO DE SERVIÇO DE MÃO DE OBRA PARA MANUTENÇÃO DO VEÍCULO FIAT UNO PLACAS MLO 2262 DE USO DO CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL - CREAS SOB A COORDENAÇÃO DA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;INFINITY CAR CENTRO AUTOMOTIVO LTDA - ME;;60,00;;Compra Comum;;
17 - 2018;26/01/2018;CONTRATAÇÃO DE SEGURO DE VIDA COLETIVO DOS BOMBEIROS COMUNITÁRIOS QUE TRABALHAM NO QUARTEL DO CORPO DE BOMBEIROS MILITAR DE CAMBORIU. SEGUE APENAS UM ORÇAMENTO DEVIDO A DIVERSAS TENTATIVAS DE OBTEREM OUTROS ORÇAMENTOS CONFORME EMAIL EM ANEXO.;SECRETARIA DE ADMINISTRAÇÃO;CAPEMISA SEGURADORA DE VIDA E PREVIDENCIA SA;;3.612,00;;Compra Comum;;
17 - 2018;15/03/2018;AQUISIÇÃO DE GARRAFA TÉRMICA PARA REPOSIÇÃO NA UNIDADES ESCOLARES, ONDE AS MESMAS NÃO TEM COMO SEREM CONSERTADAS, NECESSIDADE E SUBSTITUIÇÃO POR UMA NOVA.;SECRETARIA MUNICIPAL DE EDUCAÇÃO;TECNOAL COMERCIAL E DISTRIBUIDORA LTDA EPP;;448,20;;Compra Comum;;
17 - 2018;16/02/2018;MÃO DE OBRA PARA SERVIÇO DE REVISÃO DOS VEICULOS RENAULT SANDERO PLACA QII 9769, E QII 9639 PERTENCENTE A FROTA DA SECRETARIA DE SAÚDE AONDE O MESMO ENCONTRA-SE NA GARANTIA . CABE RESSALTAR QUE A MANUTENÇÃO DESTE VEÍCULO SE TORNA ESSENCIAL, VISTO DE QUE TAL TROCA NÃO SEJA REALIZADA NA AUTORIZADA O VEÍCULO SOFRE A PERDA DA GARANTIA, BEM TAL MANUTENÇÃO É ESSENCIAL A FIM DE EVITARMOS POSSÍVEIS ACIDENTES A PACIENTES E FUNCINÁRIOS QUE FAZEM USO DO MESMO.;FUNDO MUNICIPAL DE SAÚDE;LIBERTE VEÍCULOS LTDA;;491,20;;Compra Comum;;
17 - 2018;12/03/2018;AQUISIÇÃO DE MATERIAL PARA MANUTENÇÃO DO VEÍCULO FIAT UNO PLACAS MLO 2262 DE USO DO CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL - CREAS, SOB A COORDENAÇÃO DA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;INFINITY CAR CENTRO AUTOMOTIVO LTDA - ME;;434,00;;Compra Comum;;
17 - 2018;24/04/2018;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE PISO VINILICO PARA SER INSTALADO NO PALCO DO GINÁSIO MUNICIPAL IRINEU BORNHAUSEN, QUE SERÁ USADO EM EVENTOS PROMOVIDOS OU APOIADOS PELA MUNICIPALIDADE.;FUNDAÇÃO MUNICIPAL DE CULTURA;KLEIS & CIA LTDA;;3.080,00;;Compra Comum;;
17 - 2018;26/02/2018;PRESTAÇÃO DE SERVIÇO DE INSTALAÇÃO DE PONTO REDE, TENDO EM VISTA QUE NÃO TEMOS PONTOS SUFICIENTES PARA ATENDER A FUNDAÇÃO DO MEIO AMBIENTE DE CAMBORIU;Fundação Municipal do Meio Ambiente;MASTERSOFT INFORMATICA LTDA - EPP;;1.360,00;;Compra Comum;;
16 - 2018;12/03/2018;PRESTAÇÃO DE SERVIÇO DE INSTALAÇÃO DO EQUIPAMENTO DE AR CONDICIONADO PARA A ESCOLA DE PANIFICAÇÃO E UMA CARGA DE GÁS PARA O APARELHO INSTALADO NA SALA DA ASSISTENTE SOCIAL DA SEDE DA SECRETARIA MELHORANDO O ATENDIMENTO PRESTADO AOS USUÁRIOS E AS PROFISSIONAIS DO SERVIÇO;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;PAI & FILHO;;450,00;;Compra Comum;;
16 - 2018;23/04/2018;AQUISIÇÃO DE MESAS DE CONCRETO PARA PRAÇA DAS FIGUEIRAS COMN TABULEIRO DE XADREZ, BANCOS E BANQUETAS PARA AS PESSOAS PODEREM ASUFRUIR DAS MESAS PARA PRATICAREM JOGOS, PROPORCIONANDO ASSIM MOMENTOS DE LAZER E SOCIALIZAÇÃO.;FUNDAÇÃO MUNICIPAL DE CULTURA;LUANA PLANTAS LTDA;;1.310,00;;Compra Comum;;
16 - 2018;14/02/2018;AQUISIÇÃO DE PEÇAS DESTINADAS A MANUTENÇÃO DE AMBULÂNCIA DO CITROEN JUNPER PLACA MLV 3606 DA SECRETARIA DE SAUDE DESTE MUNICIPIO, QUE REALIZA TRANSPORTE ENTRE PRONTO SOCORRO DO HOSPITAL DE CAMBORIU A OUTROS HOSPITAIS.;FUNDO MUNICIPAL DE SAÚDE;AUTO PECAS SOL COMERCIO DE PECAS NOVAS E USADAS LT;;380,00;;Compra Comum;;
16 - 2018;26/01/2018;AQUISIÇÃO EM CARATER DE EXTREMA URGÊNCIA PARA ATENDIMENTO DAS INÚMERAS EMERGÊNCIAS OCORIDAS EM SEQUÊNCIA DURANTE O PERIÓDO DAS CHUVAS E VENDAVAIS QUE ESTÃO ATINGINDO O MUNICÍPIO DE CAMBORIU. DECLARADA SITUAÇÃO DE EMERGÊNCIA DEVIDO AOS ALAGAMENTOS EM DIVERSOS BAIRRROS COM INÚMERAS QUEDAS DE ÁRVORES QUE OBSTRUEM AS ESTRADAS E CAUSAM PÂNICO NA POPULAÇÃO.;SECRETARIA DE ADMINISTRAÇÃO;IEDA TEREZINHA FERREIRADE SOUZA VEQUI - ME.;;3.570,00;;Compra Comum;;
16 - 2018;12/03/2018;PRESTAÇÃO DE SERVIÇO DE DEDETIZAÇÃO E DESRATIZAÇÃO COM PRODUTOS ESPECÍFICOS NAS UNIDADES ESCOLARES DO MUNICÍPIO;SECRETARIA MUNICIPAL DE EDUCAÇÃO;GAÚCHA PREST SERV DEDETIZAÇÃO;;6.000,00;;Compra Comum;;
16 - 2018;26/02/2018;AQUISIÇÃO DE MATERIAIS DE CONSUMO PARA SER UTILIZADO NAS ATIVIDADES DOS CEIS PELO PELO DEPARTAMENTO DE EDUCAÇÃO AMBIENTAL DA FUNDAÇÃO DO MEIO AMBIENTE DE CAMBORIU NO ANO DE 2018.;Fundação Municipal do Meio Ambiente;D.A. SILVA- ME;;1.122,98;;Compra Comum;;
15 - 2018;05/03/2018;PRESTAÇÃO DE SERVIÇO DE SONORIZAÇÃO PARA ATENDER O EVENTO CASAMENTO COLETIVO SOB A COORDENAÇÃO DA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL A SER REALIZADO EM 04/2018;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;STATTUS SOM SERVIÇOS DE SONORIZAÇÃO LTDA ME;;4.500,00;;Compra Comum;;
15 - 2018;23/04/2018;CONTRATAÇÃO DE EMPRESA, PARA PRESTAÇÃO DE SERVIÇO DE LOCAÇÃO DE MATERIAIS DE SONORIZAÇÃO E ILUMINAÇÃO, COM MONTAGEM E DESMONTAGEM E OPERADOR DOS EQUIPAMENTOS DURANTE TODO O EVENTO, PARA SEREM UTILIZADAS NA CENTÉSIMA SEXAGÉSIMA, FESTA DO DIVINO ESPÍRITO SANTO QUE ACONTECERÁ NOS DIAS 19, 20 E 21 DE MAIO DE 2018.;FUNDAÇÃO MUNICIPAL DE CULTURA;STATTUS SOM SERVIÇOS DE SONORIZAÇÃO LTDA ME;;7.500,00;;Compra Comum;;
15 - 2018;09/02/2018;COMPRA DIRETA PARA INSTALAÇÃO DE CENTRAL TELEFÔNICA DESTINADA AO USO DO HOSPITAL CIRÚRGICO EDWIGES BERNARDES, QUE SE FAZ INDISPENSÁVEIS VISTO A GRANDE NECESSIDADE DO HOSPITAL NA COMUNICAÇÃO INTERIOR (POR MEIO DE RAMAIS)  E EXTERIOR, EM CASOS DE URGÊNCIA E EMERGÊNCIA A FIM DE ACIONAR OUTROS ÓRGÃO NECESSÁRIOS A TAL.;FUNDO MUNICIPAL DE SAÚDE;TMS TELECOMUNICACOES LTDA - ME;;425,00;;Compra Comum;;
15 - 2018;25/01/2018;AQUISIÇÃO DE SARRAFOS DESTINADOS AOS MUNICÍPES ATINGIDOS EM DECORRÊNCIAS DAS CHUVAS EM TODO O MUNICÍPIO EM CARÁTER DE EMERGÊNCIA, CONFORME DECRETO 3.315/2018 QUE DECLARA SITUAÇÃO DE EMERGÊNCIA AS ÁREAS AFETADAS POR CHUVAS INTENSAS DO DIA 11 DE JANEIRO DE 2018, RESULTANDO EM ENXURRADAS, ALAGAMENTOS E MOVIMENTO DE MASSA NOS BAIRROS CENTRO, MONTE ALEGRE, TABOLEIRO, CONDE VILA VERDE, RIO PEQUENO, CEDRO LIDIA DUARTE, SANTA REGINA, AREIAS, SÃO FRANCISCO DE ASSIS E SEGMENTOS DO INTERIOR DO MUNICÍPIO, EM VIRTUDE DO DESASTRE CLASSIFICADO CODIFICADO COMO CHUVAS INTENSAS COD. 1.3.2.1.4, DA INSTRUÇÃO NORMATIVA 002/2016, DO MINISTERIO DA INTEGRAÇÃO NACIONAL, CONFORME CONSTA NO DECRETO 3.315/2018 EM ANEXO;SECRETARIA DE OBRAS E SERVIÇOS URBANOS;HEVERTON DOS SANTOS - EPP;;3.000,00;;Compra Comum;;
15 - 2018;12/03/2018;ADUBO PARA REVITALIZAÇÃO DOS JARDINS E HORTAS DAS UNIDADES DE ENSINO. TORNANDO UM AMBIENTE MAIS AGRADÁVEL E BONITO PARA A COMUNIDADE ESCOLAR;SECRETARIA MUNICIPAL DE EDUCAÇÃO;VANESSA CASSOL;;490,00;;Compra Comum;;
15 - 2018;26/02/2018;AQUISIÇÃO DE PLACAS DE OBRA PÚBLICA E DE PROIBIDO JOGAR LIXO PARA TERRENOS PÚBLICOS DO MUNICÍPIO DE CAMBORIU;Fundação Municipal do Meio Ambiente;LARISSA DALMOLIN CHAVES - ME;;5.044,00;;Compra Comum;;
14 - 2018;27/02/2018;LOCAÇÃO DE ESPAÇO PARA REALIZAÇÃO DO EVENTO CASAMENTO COLETIVO QUE SERÁ REALIZADO PELA SECRETARIA DE ASSISTÊNCIA SOCIAL, COM PREVISÃO DE RECEBIMENTO DE MAIS DE 300 PESSOAS. A LOCAÇÃO DESTINA-SE AO PERIÓDO DE 12 HORAS PARA O DIA RESERVADO. O EVENTO DEVE SER OBRIGATORIAMENTE REALIZADO NO MUNICÍPIO DE CAMBORIÚ, VISTO QUE SE TRATA DO CASAMENTO COLETIVO QUE FAZ PARTE DO CALENDÁRIO OFICIAL DO MUNICÍPIO. SEGUE APENAS UM ORÇAMENTO DEVIDO AO LOCAL POR SER O ÚNICO ESPAÇO NO MUNICÍPIO QUE CONSEGUE ATENDER A DEMANDA NECESSÁRIA E OFERECER OS ITENS INCLUSOS CONFORME ACIMA DESCRITO.;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;MARIA'S PROMOCOES E EVENTOS LTDA;;4.670,00;;Compra Comum;;
14 - 2018;28/03/2018;PRESTAÇÃO DE SERVIÇO DE CÓPIAS DE CHAVES DA FUNDAÇÃO CULTURAL, DEVIDO Á CONTRATAÇÃO DE NOVOS FUNCIONÁRIOS;FUNDAÇÃO MUNICIPAL DE CULTURA;JOSENILDO ROGERIO MENDONCA - ME;;205,00;;Compra Comum;;
14 - 2018;09/02/2018;COMPRA DIRETA PARA AQUISIÇÃO DE CENTRAL TELEFÔNICA DESTINADA AO USO DO HOSPITAL CIRÚRGICO EDWIGES BERNARDES, QUE SE FAZEM INDISPENSÁVEIS VISTO A NECESSIDADE DO HOSPITAL NA COMUNICAÇÃO INTERIOR (POR MEIO DE RAMAIS) E EXTERIOR, EM CASOS DE URGÊNCIA E EMERGÊNCIA A FIM DE ACIONAR OUTROS ÓRGÃO NECESSÁRIOS A TAL.;FUNDO MUNICIPAL DE SAÚDE;TMS TELECOMUNICACOES LTDA - ME;;4.750,00;;Compra Comum;;
14 - 2018;25/01/2018;AQUISIÇÃO DE MATERIAIS DE CONSTRUÇÃO DESTINADOS AOS MUNÍCIPES ATINGIDOS EM DECORRÊNCIA DAS CHUVAS QUE ATINGIRAM TODO O MUNICÍPIO DE CAMBORIU, EM CARÁTER DE EMERGÊNCIA, CONFORME DECRETO Nº 3.315/2018 QUE DECLARA EM SITUAÇÃO DE EMERGÊNCIA AS ÁREAS AFETADAS POR CHUVAS INTENSAS DO DIA 11 DE JANEIRO DE 2018, RESULTANDO EM ENXURRADAS, ALAGAMENTOS E MOVIMENTO DE MASSA NOS BAIRROS CENTRO, MONTE ALEGRE, TABOLEIRO, CONDE VILA VERDE. RIO PEQUENO, CEDRO, LIDIA DUARTE, SANTA REGINA, SÃO FRANCISCO DE ASSIS E SEGMENTOS DO INTERIOR DO MUNICÍPIO, EM VIRTUDE DE DESASTRE CLASSIFICADO COMO CHUVAS INTENSAS COD. 1.3.2.1.4, DA INSTRUÇÃO NORMATIVA 02/2016 DO MINISTERIO DA INTEGRAÇÃO NACIONAL, CONFORME CONSTA NO DECRETO Nº 3.315/2018 EM ANEXO.;SECRETARIA DE OBRAS E SERVIÇOS URBANOS;NELSON PEREIRA SATURNINO  ME - COMERCIAL PEREIRA;;3.570,00;;Compra Comum;;
14 - 2018;05/03/2018;AQUISIÇÃO DE ELETRPDOMÉSTICO QUE SERÁ UTILIZADO NA REPOSIÇÃO DO CEI CAIC ONDE EXISTE EM EQUIPAMENTO COM DEFEITO SEM POSSIBILIDADE DE REPARO;SECRETARIA MUNICIPAL DE EDUCAÇÃO;LINEAR INDUSTRIA E COMÉRCIO LTDA - EPP;;1.790,00;;Compra Comum;;
14 - 2018;16/02/2018;AQUISIÇÃO DE MATERIAIS PARA MANUTENÇÃO DO VEICULO LOGAN PLACA MLU 3364. ESTA AQUISIÇÃO DA-SE A MANUTENÇÃO DO VEÍCULO DA FUCAM;Fundação Municipal do Meio Ambiente;CLAUDINEI DA SILVA NDJ - EPP;;645,00;;Compra Comum;;
13 - 2018;26/02/2018;AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA ATENDER O CENTRO DE APOIO Á FAMILIA ADÃO DA ROSA ONDE É DESENVOLVIDO O SERVIÇO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS - SCFV PARA CRIANÇAS E ADOLESCENTES, UNIDADE COORDENADA PELA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;JOSIANE SILVA DA ROSA BORGES 04181133940;;496,62;;Compra Comum;;
13 - 2018;28/03/2018;PRESTAÇÃO DE SERVIÇO DE BLOQUEIO DE LINHAS TELEFÔNICAS, COM DESLOCAMENTO TÉCNICO, DOS TELEFONES DA FUNDAÇÃO CULTURAL;FUNDAÇÃO MUNICIPAL DE CULTURA;CESAR PEREIRA -ME;;160,00;;Compra Comum;;
13 - 2018;07/02/2018;AQUISIÇÃO DE MEDICAMENTOS INJETÁVEL DESTINADOS AOS PACIENTES DO HCC - EDWIGES BERNARDES DA REDE MUNICIPAL DE SAÚDE, VISTO QUE O MESMO FOI FRACASSADO NO PREGÃO 37/2017 FMS.;FUNDO MUNICIPAL DE SAÚDE;ALTHIS COMERCIO DE MEDICAMENTOS E MATERIAIS MEDICO;;2.057,04;;Compra Comum;;
